campaign_id,highest_found_Y,highest_found_pilot_Y
1,11.689857066367335,11.689857066367335
2,19.353874122794707,19.353874122794707
3,20.48706556722045,16.966535168845557
4,21.55445258911039,9.732085274663818
5,11.050231240580867,11.050231240580867
6,22.10868034642226,10.808677337468504
7,21.837445620665505,9.41568475235961
8,16.96215260954916,16.96215260954916
9,10.854770269377077,10.854770269377077
10,21.81392048432239,21.81392048432239
