T,pH,F1,F2,F3,scale,observed_Y,cost_eur,cumulative_cost,source
42.46955194144955,7.011822143277589,0.4973939271799806,0.9028114154623098,0.5346711652821972,0,0.10776281770237778,10.0,10.0,lhs_seed
55.50345820181964,7.127129146527092,1.623427967799464,1.4359370039281905,0.6465508525453229,0,0.12321371784826055,10.0,20.0,lhs_seed
20.140774094795102,5.601298795309971,0.6824924037575368,1.2752317240756632,1.674903451247484,0,0.1983291291094233,10.0,30.0,lhs_seed
22.18769712674727,7.961069966370442,1.097709003369055,0.10244440491380052,1.4022714482441523,0,0.16339806574237023,10.0,40.0,lhs_seed
53.692758756498755,6.91765838611566,0.5281240286787554,1.542056025320002,1.5522839404932836,0,0.2011430623592256,10.0,50.0,lhs_seed
55.10039483967165,8.23537918211062,0.11395272397298245,0.9780612869032302,0.03507438623816995,0,0.12186736106689977,10.0,60.0,lhs_seed
29.533801068075782,3.622211529925992,1.5554989037144304,1.166641378159688,0.51870839622751,0,0.09852003914876302,10.0,70.0,lhs_seed
42.91377365730398,4.461743685812445,0.17342322733421114,1.3270651320236078,0.4506663931109006,0,0.12189692105565299,10.0,80.0,lhs_seed
44.00127268423607,6.258137220216822,0.03454916051344109,0.13684653806638528,1.7551620089743807,0,0.14018721852909516,10.0,90.0,lhs_seed
48.56808105471512,7.477097379601727,0.6114356237062437,0.08786595858226053,0.37148770944469606,0,0.1210899273366076,10.0,100.0,lhs_seed
53.51804664101762,5.014372666291778,1.2060630525427487,1.9008704245392898,1.8027485577024671,0,0.22855773051511577,10.0,110.0,lhs_seed
30.733350025319517,3.465544463863495,1.7837035010564164,0.1797658645438227,0.660268949959151,0,0.1601985590849324,10.0,120.0,lhs_seed
43.4570654651084,6.368531556864464,0.5680332243837334,0.026387222041956558,1.2545328107312623,0,0.1925984871243098,10.0,130.0,lhs_seed
24.693057579010098,3.3404799790671587,0.4105577839149226,1.2204158483885321,0.9504202926239652,0,0.1321822901345025,10.0,140.0,lhs_seed
21.063159075802897,5.788169454014283,1.837318920287671,1.0279827870159817,0.722397249221476,0,0.14835418187220903,10.0,150.0,lhs_seed
59.667085484853565,5.557204595714051,1.3476933561146405,0.93108225740917,1.5656715944297923,0,0.17642513320153658,10.0,160.0,lhs_seed
52.76331080330637,7.351279833515683,0.6286171437563969,0.6966816281408664,1.1723712521486465,0,0.17421493620350792,10.0,170.0,lhs_seed
51.436947952719024,7.701404662193918,1.6554351943021524,0.7104638062025783,0.8799909078721463,0,0.12791700969253528,10.0,180.0,lhs_seed
21.97835806033646,6.215203701750319,0.4562244268410966,0.14687712986366547,1.3434754860155333,0,0.1716882476776279,10.0,190.0,lhs_seed
32.96544533367084,7.803422727762359,1.619589163907549,1.99085074396511,0.05026983648086217,0,0.1251448694076578,10.0,200.0,lhs_seed
39.78217612587861,6.115973992528772,0.7761461578105441,1.2910934312091593,1.9176651054558167,0,0.15965447555646894,10.0,210.0,lhs_seed
22.85956824183011,4.759889317635988,1.0700082524303176,1.9611670685470788,1.2293409692476702,0,0.14579702931595792,10.0,220.0,lhs_seed
27.75800989366047,4.097328117347725,1.924279953126369,0.04872840571732448,1.205885052706344,0,0.18027203060612018,10.0,230.0,lhs_seed
48.926212551501436,6.7159184155360165,1.5911974508924993,1.7241323915077686,1.8282813282634525,0,0.22300166853439712,10.0,240.0,lhs_seed
31.67019133117492,8.56145045020422,1.0196326310782222,1.6876961320867006,1.9482497479151926,0,0.17679516900515108,10.0,250.0,lhs_seed
23.732427073881937,8.354414356269945,1.3629502227638293,0.5991145816216314,0.6184714620146063,0,0.10971628075670925,10.0,260.0,lhs_seed
38.734766334595506,8.688833925690034,1.5237558214610405,1.3187569784052635,1.316380958434234,0,0.18404071973860628,10.0,270.0,lhs_seed
35.65743773995429,3.1573767426181445,1.8007215332198416,1.5223774427252392,0.18870137648662122,0,0.11162906914793488,10.0,280.0,lhs_seed
38.93106331104763,6.632334086888182,1.7711578688325849,1.8711596040634069,0.3888821482880914,0,0.13139584908410423,10.0,290.0,lhs_seed
55.9549118612157,6.008745725388987,0.33131058553633363,1.1944869078617593,1.9945384496969536,0,0.1647289229193918,10.0,300.0,lhs_seed
47.18527601549465,3.1158464779033754,0.4283124769999428,0.30044374610469154,1.3723407519694915,0,0.10263729902764232,10.0,310.0,lhs_seed
49.635983680459546,5.94351388352336,0.9402949628996129,1.6509622272597506,0.34308636740881454,0,0.09497128053569556,10.0,320.0,lhs_seed
37.087351878390976,6.687730428619646,0.799688998145585,1.0075489254231835,0.0032483234119715233,0,0.15368399845165365,10.0,330.0,lhs_seed
22.42551674110419,9.30566224723814,1.8518215209379991,1.607139546053044,1.5392636586282544,0,0.16961210028654486,10.0,340.0,lhs_seed
28.54716558813441,9.406616174207166,0.9907911977023021,0.9466862377600903,0.9122639921848452,0,0.13081707164294704,10.0,350.0,lhs_seed
35.04432828175576,4.203883830195418,0.7507716533295137,0.8656580255746014,1.5940508159751077,0,0.14156821070951153,10.0,360.0,lhs_seed
43.93827346193571,9.185880382645877,0.30862623682189894,1.7890976306916229,0.5586625187073346,0,0.10648411629435882,10.0,370.0,lhs_seed
