x_Time_or_Temp,y_Yield
0.0,2.8860053644060697
0.08333333333333333,2.968872606410348
0.16666666666666666,2.939569609012213
0.25,2.93841779239019
0.3333333333333333,3.0490171698713966
0.41666666666666663,3.2840688306913073
0.5,3.200507329549545
0.5833333333333333,3.279798098462488
0.6666666666666666,3.329225962525846
0.75,3.3455075564968078
0.8333333333333333,3.349948953244583
0.9166666666666666,3.4498093897102673
1.0,3.4295689627484642
1.0833333333333333,3.5266385680846
1.1666666666666665,3.640463098034185
1.25,3.6830293904445464
1.3333333333333333,3.7157382817762348
1.4166666666666665,3.745420430004707
1.5,3.8645424464934397
1.5833333333333333,3.9291058773885075
1.6666666666666665,4.1285315620877645
1.75,4.1171997432099525
1.8333333333333333,4.198343251157501
1.9166666666666665,4.386764030684609
2.0,4.3776252190132645
