x_Time_or_Temp,y_Yield
0.0,3.578833236648722
0.08333333333333333,3.512572012603754
0.16666666666666666,3.508684916094233
0.25,3.5057772207492284
0.3333333333333333,3.5121578338998884
0.41666666666666663,3.4967802830384853
0.5,3.520900877513038
0.5833333333333333,3.587772359822201
0.6666666666666666,3.412945917939475
0.75,3.5091043800745245
0.8333333333333333,3.4671529758066364
0.9166666666666666,3.463355033348938
1.0,3.4664525322396886
1.0833333333333333,3.488506408157158
1.1666666666666665,3.476380731339574
1.25,3.432497870792127
1.3333333333333333,3.280616757755715
1.4166666666666665,3.463206930814464
1.5,3.472008264781072
1.5833333333333333,3.4957166671430118
1.6666666666666665,3.443479054968924
1.75,3.562758823564964
1.8333333333333333,3.4909069874112304
1.9166666666666665,3.440248247821687
2.0,3.4065504985796093
